InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV102824,SKU-1007,Water Bottle 1L,Home,5,2024-01-30 00:00,399,C0081,United States
INV100221,SKU-1006,Gel Pen Pack,Stationery,6,2024-05-10 00:00,99,C0030,united kingdom
INV102056,SKU-1007,Water Bottle 1L,Home,2,2024-09-21 00:00,399,C0082,Germany
INV100597,SKU-1011,Wireless Earbuds,Electronics,4,2024-12-17 00:00,3499,C0057,Germany
INV100932,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-09-26 00:00,1799,C0057,Germany
INV102695,SKU-1008,Coffee Mug,Home,1,2024-10-27 00:00,249,C0113,Germany
INV101186,SKU-1008,Coffee Mug,Home,4,2024-01-14 00:00,249,C0116,Germany
INV102588,SKU-1011,Wireless Earbuds,Electronics,6,2024-04-07 00:00,3499,C0120,India
INV102432,SKU-1010,Backpack,Accessories,1,2024-12-17 00:00,1999,,United Kingdom
INV103374,SKU-1010,Backpack,Accessories,3,2024-08-27 00:00,1999,C0043,France
INV103995,SKU-1003,USB-C Cable,Electronics,2,2024-03-26 00:00,299,C0092,united kingdom
INV103076,SKU-1013,Sticky Notes,Stationery,6,2024-06-09 00:00,79,,Germany
INV103633,SKU-1008,Coffee Mug,Home,7,2024-12-18 00:00,249,C0115,Germany
INV100899,SKU-1005,Notebook A5,Stationery,2,2024-10-01 00:00,149,C0074,India
INV103399,SKU-1006,Gel Pen Pack,Stationery,10,2024-09-30 00:00,99,C0023,India
INV102970,SKU-1015,Yoga Mat,Home,4,2024-01-14 00:00,899,C0075,France
INV102430,SKU-1005,Notebook A5,Stationery,1,2024-03-30 00:00,149,C0024,United States
INV103616,SKU-1015,Yoga Mat,Home,11,2024-12-31 00:00,899,C0019,United States
INV102651,SKU-1010,Backpack,Accessories,4,2024-01-08 00:00,1999,C0088,United Kingdom
INV100725,SKU-1015,Yoga Mat,Home,7,2024-02-08 00:00,899,C0112,France
INV101723,SKU-1006,Gel Pen Pack,Stationery,11,2024-04-21 00:00,99,C0061,United States
INV103929,SKU-1009,Desk Lamp,Home,9,2024-03-18 00:00,1499,C0080,France
INV102763,SKU-1009,Desk Lamp,Home,1,2024-09-13 00:00,1499,C0080,France
INV101332,SKU-1002,Mechanical Keyboard,Electronics,8,2024-04-23 00:00,2499,,United States
INV101860,SKU-1008,Coffee Mug,Home,-2,2024-12-12 00:00,249,C0021,Germany
INV102857,SKU-1009,Desk Lamp,Home,6,2024-04-23 00:00,1499,C0091,Germany
INV101509,SKU-1013,Sticky Notes,Stationery,9,2024-01-23 00:00,79,C0018,India
INV103674,SKU-1010,Backpack,Accessories,4,2024-10-20 00:00,1999,C0020,Germany
INV100888,SKU-1002,Mechanical Keyboard,Electronics,2,2024-08-06 00:00,2499,C0119,United Kingdom
INV102703,SKU-1004,Laptop Stand,Accessories,6,2024-01-19 00:00,1299,C0007,India
INV102711,SKU-1008,Coffee Mug,Home,2,2024-09-01 00:00,249,C0068,United Kingdom
INV102534,SKU-1012,Phone Case,Accessories,5,2024-07-17 00:00,499,C0040,France
INV101552,SKU-1010,,Accessories,3,2024-05-06 00:00,1999,C0040,France
INV103893,SKU-1014,Power Bank 10000mAh,Electronics,-1,2024-09-25 00:00,1799,C0051,France
INV101001,SKU-1013,Sticky Notes,Stationery,8,2024-03-09 00:00,79,C0057,Germany
INV100699,SKU-1007,Water Bottle 1L,Home,2,2024-01-11 00:00,399,C0120,India
INV102186,SKU-1008,Coffee Mug,Home,8,2024-11-23 00:00,249,C0098,France
INV102483,SKU-1004,Laptop Stand,Accessories,2,2024-06-25 00:00,1299,C0118,India
INV103452,SKU-1002,Mechanical Keyboard,Electronics,6,2024-01-01 00:00,2499,C0064,United States
INV102095,SKU-1007,Water Bottle 1L,Home,1,2024-08-06 00:00,399,C0059,France
INV102810,SKU-1005,Notebook A5,Stationery,8,2024-02-07 00:00,149,C0005,Germany
INV100391,SKU-1003,USB-C Cable,Electronics,-8,2024-06-30 00:00,299,C0041,India
INV102056,SKU-1011,Wireless Earbuds,Electronics,5,2024-02-17 00:00,3499,C0009,United Kingdom
INV101990,SKU-1002,Mechanical Keyboard,Electronics,6,2024-07-09 00:00,2499,C0071,France
INV101568,SKU-1012,Phone Case,Accessories,5,2024-11-08 00:00,499,C0041,India
INV101794,SKU-1011,Wireless Earbuds,Electronics,5,2024-02-27 00:00,3499,C0047,Germany
INV103027,SKU-1012,Phone Case,Accessories,8,2024-05-14 00:00,499,C0079,Germany
INV103742,SKU-1008,Coffee Mug,Home,6,2024-01-22 00:00,249,C0101,United States
INV100321,SKU-1007,Water Bottle 1L,Home,4,2024-04-06 00:00,N/A,C0090,United States
INV101187,SKU-1011,Wireless Earbuds,Electronics,9,2024-12-13 00:00,3499,C0029,USA
INV103220,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-01-09 00:00,1799,C0070,Germany
INV101815,SKU-1013,Sticky Notes,Stationery,8,2024-06-02 00:00,79,C0015,France
INV102201,SKU-1004,Laptop Stand,Accessories,9,2024-06-14 00:00,1299,C0102,India
INV102493,SKU-1001,Wireless Mouse,Electronics,10,2024-12-03 00:00,799,C0045,India
INV102897,SKU-1003,USB-C Cable,Electronics,10,2024-07-26 00:00,299,,United Kingdom
INV102331,SKU-1010,Backpack,Accessories,10,2024-04-09 00:00,1999,,United Kingdom
INV101441,SKU-1009,Desk Lamp,Home,5,2024-04-15 00:00,1499,C0023,India
INV103981,SKU-1001,Wireless Mouse,Electronics,3,2024-08-22 00:00,799,,France
INV103635,SKU-1004,Laptop Stand,Accessories,10,2024-11-20 00:00,1299,C0012,United States
INV101152,SKU-1011,Wireless Earbuds,Electronics,1,2024-09-21 00:00,3499,C0114,Germany
INV101520,SKU-1008,Coffee Mug,Home,4,2024-03-01 00:00,249,C0026,France
INV102483,SKU-1002,Mechanical Keyboard,Electronics,6,2024-09-11 00:00,2499,C0041,India
INV102323,SKU-1005,Notebook A5,Stationery,-2,2024-05-23 00:00,149,C0113,Germany
INV102031,SKU-1015,Yoga Mat,Home,10,2024-06-21 00:00,899,C0013,France
INV100517,SKU-1007,Water Bottle 1L,Home,4,2024-06-04 00:00,399,C0009,United Kingdom
INV102829,SKU-1010,Backpack,Accessories,9,2024-09-27 00:00,1999,C0100,India
INV101383,SKU-1005,Notebook A5,Stationery,11,2024-10-16 00:00,149,C0005,Germany
INV102615,SKU-1010,Backpack,Accessories,9,2024-09-08 00:00,1999,C0053,United Kingdom
INV101755,SKU-1008,Coffee Mug,Home,4,2024-01-08 00:00,249,C0102,India
INV102537,SKU-1013,Sticky Notes,Stationery,3,2024-10-18 00:00,79,C0092,United States
INV101870,SKU-1001,Wireless Mouse,Electronics,3,2024-05-17 00:00,799,C0051,France
INV100746,SKU-1010,Backpack,Accessories,1,2024-12-09 00:00,1999,C0053,United Kingdom
INV103645,SKU-1015,Yoga Mat,Home,6,2024-12-22 00:00,899,C0025,France
INV102632,SKU-1015,Yoga Mat,Home,2,2024-09-23 00:00,899,C0047,Germany
INV102420,SKU-1003,USB-C Cable,Electronics,10,2024-01-26 00:00,299,C0013,France
INV103019,SKU-1008,Coffee Mug,Home,1,2024-04-18 00:00,249,C0076,Germany
INV100299,SKU-1004,Laptop Stand,Accessories,9,2024-02-20 00:00,1299,C0029,Germany
INV101014,SKU-1008,Coffee Mug,Home,2,2024-10-19 00:00,249,C0120,India
INV103131,SKU-1005,Notebook A5,Stationery,2,2024-05-17 00:00,149,C0007,India
INV103324,SKU-1002,Mechanical Keyboard,Electronics,2,2024-07-29 00:00,2499,,France
INV102071,SKU-1002,Mechanical Keyboard,Electronics,9,2024-12-27 00:00,2499,C0050,France
INV102787,SKU-1009,Desk Lamp,Home,8,2024-08-23 00:00,1499,C0033,India
INV103963,SKU-1011,Wireless Earbuds,Electronics,2,2024-06-12 00:00,3499,C0008,France
INV101440,SKU-1005,Notebook A5,Stationery,2,2024-01-08 00:00,149,C0101,United States
INV102526,SKU-1011,Wireless Earbuds,Electronics,-3,2024-10-04 00:00,3499,C0102,India
INV100809,SKU-1001,Wireless Mouse,Electronics,5,2024-02-23 00:00,799,C0050,France
INV103516,SKU-1010,Backpack,Accessories,8,2024-05-20 00:00,N/A,C0067,United States
INV101467,SKU-1006,Gel Pen Pack,Stationery,7,2024-02-02 00:00,99,C0012,United States
INV100473,SKU-1015,Yoga Mat,Home,3,2024-11-07 00:00,899,C0051,France
INV103517,SKU-1001,Wireless Mouse,Electronics,2,2024-05-28 00:00,799,C0035,United States
INV100234,SKU-1013,Sticky Notes,Stationery,2,2024-08-16 00:00,79,C0017,Germany
INV100372,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-04-15 00:00,1799,C0095,united kingdom
INV100785,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-04-23 00:00,1799,C0006,United States
INV103672,SKU-1009,Desk Lamp,Home,11,2024-08-04 00:00,1499,C0009,United Kingdom
INV103731,SKU-1014,Power Bank 10000mAh,Electronics,8,2024-11-27 00:00,1799,C0116,Germany
INV100749,SKU-1014,,Electronics,1,2024-05-31 00:00,1799,C0006,United States
INV102267,SKU-1005,Notebook A5,Stationery,5,2024-04-14 00:00,149,C0074,India
INV100414,SKU-1005,,Stationery,3,2024-03-15 00:00,149,C0060,France
INV100807,SKU-1004,Laptop Stand,Accessories,9,2024-12-29 00:00,1299,C0092,United States
INV103719,SKU-1008,COFFEE MUG,Home,4,2024-11-25 00:00,249,C0081,United States
INV101830,SKU-1013,Sticky Notes,Stationery,8,2024-05-31 00:00,79,C0064,United States
INV102833,SKU-1005,Notebook A5,Stationery,1,2024-01-22 00:00,149,C0089,France
INV101006,SKU-1012,PHONE CASE,Accessories,7,2024-06-20 00:00,499,C0012,United States
INV103261,SKU-1008,Coffee Mug,Home,5,2024-12-10 00:00,249,C0093,United States
INV102351,SKU-1015,Yoga Mat,Home,8,2024-09-11 00:00,899,C0027,Germany
INV103947,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-11-16 00:00,1799,C0029,Germany
INV101152,SKU-1001,Wireless Mouse,Electronics,9,2024-10-01 00:00,799,C0047,Germany
INV103628,SKU-1003,USB-C Cable,Electronics,11,2024-01-17 00:00,299,C0030,Germany
INV102170,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-09-20 00:00,1799,C0118,India
INV101236,SKU-1010,Backpack,Accessories,4,2024-04-19 00:00,1999,C0050,France
INV100616,SKU-1015,Yoga Mat,Home,3,2024-02-17 00:00,899,C0072,India
INV100081,SKU-1002,Mechanical Keyboard,Electronics,8,2024-06-02 00:00,2499,C0011,united kingdom
INV100225,SKU-1012,Phone Case,Accessories,2,2024-04-15 00:00,499,C0120,India
INV101766,SKU-1010,Backpack,Accessories,11,2024-08-23 00:00,1999,C0016,France
INV103426,SKU-1005,Notebook A5,Stationery,6,2024-09-14 00:00,149,C0039,United Kingdom
INV100978,SKU-1002,Mechanical Keyboard,Electronics,4,2024-09-22 00:00,2499,C0007,India
INV102776,SKU-1015,Yoga Mat,Home,7,2024-04-13 00:00,899,C0079,Germany
INV102154,SKU-1015,Yoga Mat,Home,11,2024-10-19 00:00,899,,United States
INV103967,SKU-1010,Backpack,Accessories,10,2024-03-27 00:00,1999,C0120,India
INV100228,SKU-1013,Sticky Notes,Stationery,8,2024-10-20 00:00,79,C0030,united kingdom
INV101238,SKU-1009,Desk Lamp,Home,11,2024-10-24 00:00,1499,C0092,United States
INV101870,SKU-1015,Yoga Mat,Home,1,2024-03-13 00:00,899,C0061,United States
INV102730,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-11-15 00:00,1799,C0056,India
INV101966,SKU-1007,Water Bottle 1L,Home,5,2024-05-22 00:00,399,C0107,France
INV100491,SKU-1005,Notebook A5,Stationery,11,2024-11-29 00:00,149,C0063,United Kingdom
INV100147,SKU-1003,USB-C Cable,Electronics,5,2024-01-04 00:00,299,C0077,United Kingdom
INV102436,SKU-1005,Notebook A5,Stationery,5,2024-12-18 00:00,149,C0009,United Kingdom
INV100479,SKU-1011,Wireless Earbuds,Electronics,7,2024-01-27 00:00,3499,C0055,Germany
INV100987,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-08-08 00:00,1799,C0006,United States
INV101920,SKU-1010,Backpack,Accessories,8,2024-11-27 00:00,1999,C0073,Germany
INV103253,SKU-1013,Sticky Notes,Stationery,1,2024-07-02 00:00,79,C0036,India
INV100633,SKU-1013,Sticky Notes,Stationery,3,2024-06-16 00:00,79,C0099,France
INV100218,SKU-1009,Desk Lamp,Home,11,2024-09-16 00:00,1499,C0035,United States
INV100230,SKU-1013,Sticky Notes,Stationery,7,2024-08-13 00:00,79,C0094,United Kingdom
INV100729,SKU-1015,,Home,5,2024-02-16 00:00,899,C0055,Germany
INV102815,SKU-1015,Yoga Mat,Home,10,2024-04-14 00:00,899,C0039,United Kingdom
INV102288,SKU-1015,Yoga Mat,Home,5,2024-04-04 00:00,899,C0046,United States
INV102531,SKU-1008,Coffee Mug,Home,1,2024-04-15 00:00,249,C0092,United States
INV100965,SKU-1001,Wireless Mouse,Electronics,5,2024-05-10 00:00,799,C0117,united kingdom
INV101575,SKU-1011,Wireless Earbuds,Electronics,8,2024-12-31 00:00,3499,C0102,India
INV103176,SKU-1012,Phone Case,Accessories,3,2024-04-06 00:00,499,C0102,India
INV100013,SKU-1011,Wireless Earbuds,Electronics,7,2024-07-05 00:00,3499,C0049,France
INV100694,SKU-1001,Wireless Mouse,Electronics,4,2024-08-16 00:00,799,C0108,France
INV101898,SKU-1010,Backpack,Accessories,1,2024-01-13 00:00,1999,C0080,France
INV102850,SKU-1009,Desk Lamp,Home,8,2024-06-20 00:00,1499,C0020,Germany
INV100667,SKU-1013,Sticky Notes,Stationery,10,2024-10-06 00:00,79,C0045,India
INV101796,SKU-1011,Wireless Earbuds,Electronics,4,2024-12-29 00:00,3499,C0019,United States
INV102791,SKU-1012,Phone Case,Accessories,11,2024-07-13 00:00,499,C0025,France
INV102487,SKU-1009,Desk Lamp,Home,3,2024-04-09 00:00,1499,C0020,Germany
INV103856,SKU-1004,Laptop Stand,Accessories,9,2024-12-26 00:00,1299,C0060,France
INV102279,SKU-1002,Mechanical Keyboard,Electronics,9,2024-07-28 00:00,2499,C0061,United States
INV103537,SKU-1004,Laptop Stand,Accessories,4,2024-07-04 00:00,1299,C0072,India
INV103921,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-06-01 00:00,1799,C0027,united kingdom
INV100129,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-03-05 00:00,N/A,C0008,France
INV102091,SKU-1010,Backpack,Accessories,4,2024-07-15 00:00,1999,C0085,France
INV100712,SKU-1005,,Stationery,4,2024-01-08 00:00,149,C0061,United States
INV100283,SKU-1008,Coffee Mug,Home,3,2024-11-24 00:00,249,C0009,United Kingdom
INV102210,SKU-1008,Coffee Mug,Home,-10,2024-09-20 00:00,249,C0056,India
INV103492,SKU-1004,Laptop Stand,Accessories,5,2024-05-28 00:00,1299,C0094,United Kingdom
INV103938,SKU-1011,Wireless Earbuds,Electronics,6,2024-09-05 00:00,3499,C0068,United Kingdom
INV102771,SKU-1003,USB-C Cable,Electronics,3,2024-09-23 00:00,299,C0082,Germany
INV101987,SKU-1002,Mechanical Keyboard,Electronics,4,2024-03-09 00:00,2499,C0042,USA
INV101271,SKU-1013,Sticky Notes,Stationery,6,2024-06-25 00:00,79,C0116,Germany
INV103754,SKU-1004,Laptop Stand,Accessories,5,2024-03-29 00:00,1299,C0037,United States
INV102788,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-08-12 00:00,1799,C0041,India
INV102929,SKU-1002,Mechanical Keyboard,Electronics,9,2024-06-10 00:00,2499,C0061,United States
INV103689,SKU-1005,Notebook A5,Stationery,11,2024-04-04 00:00,149,,United States
INV102138,SKU-1003,USB-C Cable,Electronics,6,2024-01-08 00:00,299,C0059,France
INV102400,SKU-1004,Laptop Stand,Accessories,5,2024-02-25 00:00,1299,C0111,United Kingdom
INV101930,SKU-1006,Gel Pen Pack,Stationery,9,2024-12-04 00:00,99,C0024,United States
INV100787,SKU-1011,Wireless Earbuds,Electronics,9,2024-01-26 00:00,3499,C0028,United States
INV103110,SKU-1004,Laptop Stand,Accessories,1,2024-11-09 00:00,1299,C0101,United States
INV102975,SKU-1013,Sticky Notes,Stationery,8,2024-12-13 00:00,79,C0062,France
INV102257,SKU-1008,Coffee Mug,Home,8,2024-12-25 00:00,249,C0030,Germany
INV103888,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-05-01 00:00,1799,C0035,United States
INV103750,SKU-1012,Phone Case,Accessories,3,2024-03-04 00:00,499,C0050,France
INV103022,SKU-1015,Yoga Mat,Home,2,2024-11-27 00:00,899,C0005,Germany
INV100081,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-10-16 00:00,1799,C0004,Germany
INV101126,SKU-1005,Notebook A5,Stationery,6,2024-05-31 00:00,149,C0073,Germany
INV100371,SKU-1007,Water Bottle 1L,Home,5,2024-07-24 00:00,399,C0003,united kingdom
INV102990,SKU-1009,Desk Lamp,Home,10,2024-03-20 00:00,1499,C0074,India
INV100217,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-04-24 00:00,1799,C0029,Germany
INV102269,SKU-1005,Notebook A5,Stationery,2,2024-06-18 00:00,149,C0078,United Kingdom
INV101197,SKU-1007,Water Bottle 1L,Home,9,2024-10-31 00:00,399,C0001,India
INV101714,SKU-1007,Water Bottle 1L,Home,1,2024-05-12 00:00,399,C0095,USA
INV101834,SKU-1005,Notebook A5,Stationery,4,2024-06-10 00:00,149,C0117,India
INV100588,SKU-1011,Wireless Earbuds,Electronics,10,2024-06-14 00:00,3499,C0048,United States
INV100393,SKU-1011,Wireless Earbuds,Electronics,-6,2024-12-28 00:00,3499,C0091,Germany
INV101207,SKU-1015,YOGA MAT,Home,10,2024-07-14 00:00,899,C0012,United States
INV101357,SKU-1002,Mechanical Keyboard,Electronics,3,2024-05-16 00:00,2499,C0055,Germany
INV103207,SKU-1006,Gel Pen Pack,Stationery,9,2024-12-09 00:00,99,C0012,United States
INV100203,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-05-27 00:00,1799,C0111,United Kingdom
INV101048,SKU-1003,USB-C Cable,Electronics,1,2024-05-25 00:00,299,C0117,India
INV101331,SKU-1015,Yoga Mat,Home,6,2024-07-11 00:00,899,C0028,United States
INV101969,SKU-1008,Coffee Mug,Home,1,2024-01-08 00:00,249,C0106,USA
INV103370,SKU-1007,Water Bottle 1L,Home,6,2024-04-28 00:00,399,C0013,France
INV100588,SKU-1012,,Accessories,10,2024-03-30 00:00,499,,United States
INV101153,SKU-1002,Mechanical Keyboard,Electronics,9,2024-07-14 00:00,2499,C0092,United States
INV102330,SKU-1015,Yoga Mat,Home,10,2024-09-07 00:00,899,C0074,India
INV100217,SKU-1008,Coffee Mug,Home,6,2024-04-19 00:00,249,C0065,Germany
INV100857,SKU-1009,Desk Lamp,Home,7,2024-09-16 00:00,1499,C0089,France
INV101041,SKU-1012,Phone Case,Accessories,10,2024-02-29 00:00,499,C0079,Germany
INV103757,SKU-1001,Wireless Mouse,Electronics,6,2024-07-15 00:00,799,C0096,United Kingdom
INV100411,SKU-1002,Mechanical Keyboard,Electronics,5,2024-06-24 00:00,2499,C0053,United Kingdom
INV100893,SKU-1007,Water Bottle 1L,Home,7,2024-07-01 00:00,399,C0034,Germany
INV101079,SKU-1008,Coffee Mug,Home,10,2024-03-18 00:00,249,C0109,Germany
INV102431,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-11-23 00:00,1799,C0037,United States
INV103745,SKU-1013,Sticky Notes,Stationery,6,2024-11-04 00:00,79,C0025,France
INV100930,SKU-1010,BACKPACK,Accessories,10,2024-10-14 00:00,1999,C0081,United States
INV100362,SKU-1008,Coffee Mug,Home,7,2024-06-04 00:00,249,C0006,USA
INV102125,SKU-1011,Wireless Earbuds,Electronics,9,2024-10-22 00:00,3499,C0008,France
INV101412,SKU-1008,Coffee Mug,Home,7,2024-08-13 00:00,249,C0120,India
INV102737,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-06-29 00:00,1799,C0055,Germany
INV103517,SKU-1007,Water Bottle 1L,Home,6,2024-01-21 00:00,399,C0081,United States
INV103357,SKU-1001,Wireless Mouse,Electronics,1,2024-03-25 00:00,799,C0096,united kingdom
INV101867,SKU-1005,Notebook A5,Stationery,8,2024-03-24 00:00,149,C0010,India
INV101326,SKU-1002,Mechanical Keyboard,Electronics,1,2024-01-09 00:00,2499,C0088,United Kingdom
INV100019,SKU-1010,Backpack,Accessories,8,2024-11-05 00:00,1999,C0119,United Kingdom
INV100097,SKU-1005,Notebook A5,Stationery,1,2024-06-13 00:00,149,C0038,United States
INV103125,SKU-1010,Backpack,Accessories,7,2024-01-19 00:00,1999,C0088,United Kingdom
INV101616,SKU-1003,USB-C Cable,Electronics,6,2024-12-02 00:00,299,,United States
INV100136,SKU-1012,Phone Case,Accessories,9,2024-05-02 00:00,499,C0110,France
INV100153,SKU-1011,Wireless Earbuds,Electronics,2,2024-05-29 00:00,3499,C0018,India
INV101180,SKU-1015,Yoga Mat,Home,8,2024-10-15 00:00,899,C0031,Germany
INV103136,SKU-1007,Water Bottle 1L,Home,3,2024-08-20 00:00,399,C0066,United Kingdom
INV101122,SKU-1001,Wireless Mouse,Electronics,1,2024-04-30 00:00,799,C0099,France
INV100495,SKU-1003,USB-C Cable,Electronics,5,2024-07-22 00:00,299,C0061,United States
INV102018,SKU-1009,Desk Lamp,Home,11,2024-08-07 00:00,1499,C0062,France
INV101566,SKU-1001,Wireless Mouse,Electronics,11,2024-10-19 00:00,799,,United Kingdom
INV103352,SKU-1011,Wireless Earbuds,Electronics,6,2024-07-26 00:00,3499,,united kingdom
INV101092,SKU-1002,,Electronics,3,2024-01-29 00:00,2499,,France
INV100245,SKU-1009,Desk Lamp,Home,5,2024-07-20 00:00,1499,C0018,India
INV100326,SKU-1004,Laptop Stand,Accessories,5,2024-05-10 00:00,1299,C0091,Germany
INV102544,SKU-1015,Yoga Mat,Home,2,2024-08-15 00:00,899,C0074,India
INV100085,SKU-1013,Sticky Notes,Stationery,5,2024-05-23 00:00,79,C0048,United States
INV101223,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-06-05 00:00,1799,C0090,United States
INV103199,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-09-07 00:00,1799,C0050,France
INV101379,SKU-1006,Gel Pen Pack,Stationery,1,2024-02-10 00:00,99,C0106,France
INV100185,SKU-1008,Coffee Mug,Home,10,2024-12-26 00:00,249,C0052,India
INV100360,SKU-1004,Laptop Stand,Accessories,3,2024-02-13 00:00,1299,C0016,France
INV103251,SKU-1010,Backpack,Accessories,2,2024-04-01 00:00,1999,,United States
INV101531,SKU-1001,Wireless Mouse,Electronics,6,2024-06-22 00:00,799,C0007,India
INV103519,SKU-1006,Gel Pen Pack,Stationery,9,2024-08-23 00:00,99,C0057,Germany
INV100771,SKU-1005,Notebook A5,Stationery,11,2024-05-18 00:00,149,C0033,India
INV103691,SKU-1010,Backpack,Accessories,3,2024-12-25 00:00,1999,C0071,France
INV103636,SKU-1006,Gel Pen Pack,Stationery,3,2024-06-24 00:00,99,C0046,United States
INV102784,SKU-1015,Yoga Mat,Home,5,2024-04-14 00:00,899,C0031,Germany
INV103082,SKU-1008,Coffee Mug,Home,1,2024-03-17 00:00,249,C0070,Germany
INV100757,SKU-1007,Water Bottle 1L,Home,5,2024-02-26 00:00,399,C0052,India
INV102073,SKU-1002,Mechanical Keyboard,Electronics,4,2024-04-23 00:00,2499,C0082,Germany
INV101148,SKU-1008,,Home,8,2024-10-02 00:00,249,C0053,United Kingdom
INV100481,SKU-1012,Phone Case,Accessories,11,2024-12-11 00:00,499,C0118,united kingdom
INV103567,SKU-1013,Sticky Notes,Stationery,4,2024-11-01 00:00,79,C0077,United Kingdom
INV103094,SKU-1011,Wireless Earbuds,Electronics,1,2024-11-12 00:00,3499,C0079,Germany
INV103520,SKU-1011,Wireless Earbuds,Electronics,8,2024-09-06 00:00,3499,C0104,India
INV100628,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-03-15 00:00,1799,C0095,United States
INV100347,SKU-1013,Sticky Notes,Stationery,3,2024-01-17 00:00,79,C0057,Germany
INV103319,SKU-1001,Wireless Mouse,Electronics,10,2024-12-18 00:00,799,C0049,France
INV100448,SKU-1011,WIRELESS EARBUDS,Electronics,8,2024-07-06 00:00,3499,C0117,India
INV102014,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-07-09 00:00,1799,C0103,United States
INV101950,SKU-1006,Gel Pen Pack,Stationery,1,2024-04-08 00:00,99,C0001,India
INV102666,SKU-1008,Coffee Mug,Home,9,2024-04-11 00:00,249,C0050,France
INV103311,SKU-1010,Backpack,Accessories,11,2024-11-11 00:00,1999,C0073,Germany
INV100859,SKU-1004,Laptop Stand,Accessories,1,2024-08-15 00:00,1299,C0006,United States
INV101879,SKU-1007,Water Bottle 1L,Home,5,2024-06-14 00:00,399,C0098,France
INV101944,SKU-1011,Wireless Earbuds,Electronics,5,2024-02-19 00:00,3499,C0032,United Kingdom
INV103204,SKU-1011,Wireless Earbuds,Electronics,10,2024-09-20 00:00,3499,C0008,France
INV102236,SKU-1005,NOTEBOOK A5,Stationery,10,2024-02-11 00:00,149,C0039,USA
INV103402,SKU-1008,Coffee Mug,Home,6,2024-12-19 00:00,249,C0009,United Kingdom
INV102340,SKU-1012,Phone Case,Accessories,6,2024-01-13 00:00,499,C0105,France
INV102466,SKU-1003,USB-C Cable,Electronics,10,2024-10-10 00:00,299,C0095,USA
INV100412,SKU-1010,Backpack,Accessories,8,2024-02-23 00:00,1999,C0004,Germany
INV102193,SKU-1004,Laptop Stand,Accessories,9,2024-06-05 00:00,1299,C0057,Germany
INV100082,SKU-1004,Laptop Stand,Accessories,3,2024-07-26 00:00,1299,C0067,United States
INV102474,SKU-1003,USB-C Cable,Electronics,10,2024-11-19 00:00,299,C0019,United States
INV103308,SKU-1007,Water Bottle 1L,Home,5,2024-07-28 00:00,399,C0047,Germany
INV102211,SKU-1007,Water Bottle 1L,Home,5,2024-11-06 00:00,399,C0020,Germany
INV101355,SKU-1010,Backpack,Accessories,1,2024-11-19 00:00,1999,,USA
INV102374,SKU-1015,Yoga Mat,Home,5,2024-04-09 00:00,899,C0120,India
INV102802,SKU-1003,USB-C Cable,Electronics,11,2024-08-09 00:00,299,C0061,United States
INV100799,SKU-1004,Laptop Stand,Accessories,-11,2024-09-15 00:00,1299,C0100,India
INV101188,SKU-1002,Mechanical Keyboard,Electronics,4,2024-08-03 00:00,2499,C0103,United States
INV101446,SKU-1006,Gel Pen Pack,Stationery,1,2024-12-13 00:00,99,C0087,India
INV103088,SKU-1015,Yoga Mat,Home,5,2024-04-23 00:00,899,C0054,Germany
INV103850,SKU-1007,Water Bottle 1L,Home,11,2024-01-19 00:00,399,C0019,United States
INV100673,SKU-1011,Wireless Earbuds,Electronics,9,2024-03-18 00:00,3499,C0091,Germany
INV101997,SKU-1005,Notebook A5,Stationery,4,2024-04-10 00:00,149,,India
INV102194,SKU-1004,LAPTOP STAND,Accessories,11,2024-03-19 00:00,1299,C0110,France
INV103251,SKU-1013,STICKY NOTES,Stationery,10,2024-03-23 00:00,79,C0097,United Kingdom
INV100537,SKU-1008,Coffee Mug,Home,-2,2024-05-13 00:00,249,C0042,France
INV103752,SKU-1003,USB-C Cable,Electronics,11,2024-09-01 00:00,299,C0076,Germany
INV102436,SKU-1002,Mechanical Keyboard,Electronics,10,2024-02-10 00:00,2499,C0013,France
INV101788,SKU-1011,Wireless Earbuds,Electronics,7,2024-02-18 00:00,3499,C0007,India
